# energy s p d
-5.184999999999999609e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.160999999999999588e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.136999999999999567e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.112999999999999545e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.089000000000000412e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.064999999999999503e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.040999999999999481e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.016999999999999460e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.993000000000000327e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.968999999999999417e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.945000000000000284e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.920999999999999375e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.897000000000000242e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.872999999999999332e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.849000000000000199e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.824999999999999289e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.801000000000000156e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.776999999999999247e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.753000000000000114e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.729000000000000092e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.705000000000000071e+00 5.599999999999999943e-03 0.000000000000000000e+00 1.600000000000000294e-03
-4.681000000000000050e+00 5.799999999999999600e-02 0.000000000000000000e+00 1.280000000000000235e-02
-4.657000000000000028e+00 1.636000000000000232e-01 2.399999999999999790e-03 3.560000000000000664e-02
-4.633000000000000007e+00 3.375000000000000222e-01 4.799999999999999580e-03 9.770000000000000906e-02
-4.608999999999999986e+00 8.739999999999999991e-01 1.830000000000000029e-02 6.196000000000000396e-01
-4.584999999999999964e+00 1.596799999999999997e+00 4.270000000000000184e-02 1.307700000000000085e+00
-4.560999999999999943e+00 2.228000000000000203e+00 6.939999999999998948e-02 2.041199999999999903e+00
-4.536999999999999922e+00 2.740000000000000213e+00 9.860000000000000708e-02 2.809900000000000286e+00
-4.512999999999999901e+00 4.061700000000000088e+00 2.039000000000000257e-01 5.316500000000001336e+00
-4.488999999999999879e+00 4.806999999999999496e+00 2.883999999999999897e-01 7.356799999999999784e+00
-4.464999999999999858e+00 5.432100000000000151e+00 3.987000000000000544e-01 9.306600000000001316e+00
-4.440999999999999837e+00 4.606300000000000949e+00 4.323999999999999511e-01 8.282999999999999474e+00
-4.416999999999999815e+00 3.896100000000000119e+00 4.460000000000000631e-01 7.515100000000000335e+00
-4.392999999999999794e+00 3.365199999999999747e+00 4.620000000000000773e-01 7.028400000000000425e+00
-4.368999999999999773e+00 3.053300000000000125e+00 4.969000000000000083e-01 6.844700000000000450e+00
-4.344999999999999751e+00 2.848500000000000032e+00 5.445999999999999730e-01 6.810399999999999565e+00
-4.320999999999999730e+00 2.566100000000000048e+00 5.671000000000000485e-01 6.792300000000000892e+00
-4.296999999999999709e+00 2.283699999999999619e+00 5.871999999999999442e-01 7.240899999999999892e+00
-4.272999999999999687e+00 2.498100000000000431e+00 7.616000000000001657e-01 8.392599999999999838e+00
-4.248999999999999666e+00 1.568799999999999972e+00 5.335999999999999632e-01 6.802000000000000490e+00
-4.224999999999999645e+00 1.232199999999999740e+00 4.444000000000000172e-01 6.514100000000000001e+00
-4.200999999999999623e+00 1.246499999999999941e+00 4.747999999999999998e-01 7.389199999999999768e+00
-4.176999999999999602e+00 1.299199999999999910e+00 5.351000000000000201e-01 8.439000000000000057e+00
-4.152999999999999581e+00 1.291599999999999859e+00 5.816000000000000059e-01 9.182700000000000529e+00
-4.128999999999999559e+00 1.333199999999999941e+00 7.233999999999999320e-01 1.170469999999999899e+01
-4.104999999999999538e+00 1.131899999999999906e+00 6.651000000000000245e-01 1.005739999999999945e+01
-4.080999999999999517e+00 1.045500000000000096e+00 6.978000000000000869e-01 9.927900000000001057e+00
-4.056999999999999496e+00 1.006900000000000128e+00 7.852999999999999980e-01 1.062449999999999939e+01
-4.032999999999999474e+00 9.243999999999999995e-01 7.947000000000000730e-01 9.134800000000000253e+00
-4.008999999999999453e+00 8.397000000000000020e-01 7.948999999999999400e-01 8.740199999999997971e+00
-3.984999999999999876e+00 7.313999999999999391e-01 7.629999999999999005e-01 8.291000000000000369e+00
-3.960999999999999854e+00 5.982000000000000650e-01 6.962999999999999190e-01 7.712300000000000821e+00
-3.936999999999999833e+00 4.327000000000000846e-01 5.861999999999999433e-01 6.778200000000000891e+00
-3.912999999999999812e+00 3.734000000000000097e-01 5.847999999999998755e-01 6.477300000000001390e+00
-3.888999999999999790e+00 3.734999999999999987e-01 6.354999999999999538e-01 7.274800000000000821e+00
-3.864999999999999769e+00 3.388999999999999790e-01 6.577999999999999403e-01 6.386099999999999888e+00
-3.840999999999999748e+00 3.021000000000000352e-01 6.607999999999999430e-01 5.697599999999999554e+00
-3.816999999999999726e+00 2.868999999999999884e-01 7.402999999999999581e-01 5.948199999999999932e+00
-3.792999999999999705e+00 2.962000000000000188e-01 6.865999999999999881e-01 4.003699999999999370e+00
-3.768999999999999684e+00 3.392999999999999905e-01 7.564000000000000723e-01 3.599400000000000599e+00
-3.744999999999999662e+00 3.948999999999999733e-01 8.541000000000000814e-01 3.706299999999999706e+00
-3.720999999999999641e+00 4.197999999999999510e-01 9.188000000000000611e-01 3.827600000000000335e+00
-3.696999999999999620e+00 3.995000000000000218e-01 9.034999999999999698e-01 3.854900000000000215e+00
-3.673000000000000043e+00 3.598999999999999977e-01 8.498999999999999888e-01 4.022100000000000009e+00
-3.649000000000000021e+00 2.714000000000000301e-01 7.065000000000000169e-01 3.434500000000000330e+00
-3.625000000000000000e+00 2.402000000000000246e-01 6.700000000000000400e-01 3.446600000000000108e+00
-3.600999999999999979e+00 2.343000000000000083e-01 6.796999999999999709e-01 3.620600000000000041e+00
-3.576999999999999957e+00 2.921999999999999598e-01 8.549000000000001043e-01 4.419100000000000250e+00
-3.552999999999999936e+00 3.602000000000000202e-01 1.119000000000000217e+00 5.394700000000000273e+00
-3.528999999999999915e+00 4.715000000000000302e-01 1.514399999999999746e+00 6.779099999999999682e+00
-3.504999999999999893e+00 2.132000000000000006e-01 1.081900000000000084e+00 4.652299999999999436e+00
-3.480999999999999872e+00 1.900000000000000022e-01 9.973999999999999533e-01 4.260399999999999743e+00
-3.456999999999999851e+00 6.451999999999999957e-01 2.116099999999999870e+00 8.310399999999999565e+00
-3.432999999999999829e+00 2.353500000000000369e+00 5.054699999999999527e+00 1.734230000000000160e+01
-3.408999999999999808e+00 7.830000000000000293e-01 2.266699999999999715e+00 8.043400000000000105e+00
-3.384999999999999787e+00 5.812000000000000499e-01 1.740899999999999892e+00 6.341899999999998983e+00
-3.360999999999999766e+00 4.123999999999999888e-01 1.322599999999999998e+00 4.945100000000000051e+00
-3.336999999999999744e+00 3.054000000000000048e-01 1.131299999999999972e+00 4.121100000000000207e+00
-3.312999999999999723e+00 2.461000000000000132e-01 1.044499999999999984e+00 3.643199999999999772e+00
-3.288999999999999702e+00 2.135000000000000231e-01 1.023700000000000054e+00 3.398700000000000720e+00
-3.264999999999999680e+00 1.959000000000000186e-01 1.096100000000000074e+00 3.446899999999999853e+00
-3.240999999999999659e+00 2.084999999999999909e-01 1.320400000000000018e+00 3.998199999999999754e+00
-3.216999999999999638e+00 2.468000000000000194e-01 1.569699999999999873e+00 4.558300000000000018e+00
-3.192999999999999616e+00 2.914999999999999813e-01 1.667299999999999782e+00 4.902199999999999669e+00
-3.168999999999999595e+00 3.735999999999999877e-01 1.923699999999999966e+00 5.345799999999999663e+00
-3.144999999999999574e+00 4.594000000000000306e-01 2.111399999999999721e+00 5.739999999999999325e+00
-3.120999999999999996e+00 4.663999999999999257e-01 2.113199999999999967e+00 5.517800000000000260e+00
-3.096999999999999975e+00 5.575999999999999845e-01 4.708699999999999442e+00 9.655800000000001049e+00
-3.072999999999999954e+00 4.907000000000000250e-01 4.416199999999999903e+00 9.204899999999998528e+00
-3.048999999999999932e+00 3.717000000000000304e-01 4.175200000000000244e+00 8.024899999999998812e+00
-3.024999999999999911e+00 2.488000000000000211e-01 3.930299999999999905e+00 6.536599999999999078e+00
-3.000999999999999890e+00 3.546000000000000263e-01 4.902899999999999814e+00 7.374099999999999433e+00
-2.976999999999999869e+00 2.129000000000000059e-01 4.658900000000000041e+00 5.988199999999999079e+00
-2.952999999999999847e+00 1.824000000000000066e-01 5.035199999999999676e+00 5.605400000000000382e+00
-2.928999999999999826e+00 1.662000000000000144e-01 5.486000000000000654e+00 5.439300000000000246e+00
-2.904999999999999805e+00 1.890000000000000013e-01 5.730499999999999261e+00 5.925100000000000477e+00
-2.880999999999999783e+00 2.338999999999999968e-01 4.494300000000000850e+00 6.107900000000000773e+00
-2.856999999999999762e+00 1.966000000000000247e-01 2.267000000000000348e+00 4.485000000000001208e+00
-2.832999999999999741e+00 1.402999999999999803e-01 8.577000000000000179e-01 2.367700000000000138e+00
-2.808999999999999719e+00 3.962000000000000521e-01 7.048999999999999710e-01 3.280399999999999761e+00
-2.784999999999999698e+00 1.876000000000000167e-01 4.647000000000000020e-01 2.106100000000000083e+00
-2.760999999999999677e+00 1.689999999999999836e-01 3.589999999999999858e-01 1.821600000000000108e+00
-2.736999999999999655e+00 1.290000000000000036e-01 2.942999999999999505e-01 1.624699999999999811e+00
-2.712999999999999634e+00 1.349000000000000199e-01 2.797000000000000042e-01 1.694900000000000073e+00
-2.688999999999999613e+00 1.393000000000000071e-01 2.693000000000000393e-01 1.780100000000000016e+00
-2.664999999999999591e+00 1.421999999999999931e-01 2.623999999999999666e-01 1.878599999999999826e+00
-2.641000000000000014e+00 1.438999999999999724e-01 2.539000000000000146e-01 1.941100000000000048e+00
-2.616999999999999993e+00 1.466000000000000081e-01 2.451000000000000401e-01 1.960799999999999876e+00
-2.592999999999999972e+00 1.499000000000000055e-01 2.382999999999999841e-01 1.965200000000000058e+00
-2.568999999999999950e+00 1.539999999999999980e-01 2.336000000000000021e-01 1.950899999999999856e+00
-2.544999999999999929e+00 1.587999999999999967e-01 2.318999999999999950e-01 1.915300000000000002e+00
-2.520999999999999908e+00 1.642000000000000126e-01 2.326000000000000012e-01 1.858200000000000074e+00
-2.496999999999999886e+00 1.660999999999999699e-01 2.368999999999999995e-01 1.810699999999999976e+00
-2.472999999999999865e+00 1.643000000000000294e-01 2.471999999999999753e-01 1.758499999999999952e+00
-2.448999999999999844e+00 1.643000000000000016e-01 2.626000000000000001e-01 1.670400000000000107e+00
-2.424999999999999822e+00 1.660999999999999699e-01 2.802999999999999936e-01 1.595499999999999918e+00
-2.400999999999999801e+00 1.694999999999999840e-01 3.092000000000000304e-01 1.540399999999999991e+00
-2.376999999999999780e+00 1.844999999999999973e-01 4.514000000000000234e-01 1.786299999999999999e+00
-2.352999999999999758e+00 1.850999999999999868e-01 4.872999999999998999e-01 1.686300000000000132e+00
-2.328999999999999737e+00 1.900000000000000022e-01 5.322000000000000064e-01 1.654300000000000104e+00
-2.304999999999999716e+00 2.029999999999999860e-01 6.095000000000000417e-01 1.746300000000000185e+00
-2.280999999999999694e+00 2.250999999999999945e-01 7.235000000000000320e-01 1.969100000000000072e+00
-2.256999999999999673e+00 2.412999999999999867e-01 7.914999999999998703e-01 1.852899999999999769e+00
-2.232999999999999652e+00 2.355999999999999761e-01 6.929999999999999494e-01 1.522100000000000009e+00
-2.208999999999999631e+00 2.617999999999999772e-01 7.929000000000000492e-01 1.719699999999999784e+00
-2.184999999999999609e+00 4.046000000000000152e-01 1.457100000000000062e+00 2.468399999999999483e+00
-2.160999999999999588e+00 2.494000000000000383e-01 6.643000000000000016e-01 1.264399999999999968e+00
-2.136999999999999567e+00 2.421000000000000374e-01 6.206999999999999185e-01 1.216699999999999893e+00
-2.112999999999999545e+00 2.350999999999999757e-01 5.804000000000000270e-01 1.167699999999999960e+00
-2.088999999999999524e+00 2.305000000000000104e-01 5.506999999999998563e-01 1.128900000000000015e+00
-2.064999999999999503e+00 2.285999999999999976e-01 5.278999999999999249e-01 1.112999999999999989e+00
-2.040999999999999481e+00 2.292000000000000148e-01 5.087999999999999190e-01 1.121499999999999941e+00
-2.016999999999999460e+00 4.657000000000000584e-01 8.573999999999999400e-01 1.543599999999999861e+00
-1.992999999999999883e+00 3.062000000000000277e-01 6.109999999999999876e-01 1.388900000000000023e+00
-1.968999999999999861e+00 2.861000000000000210e-01 5.374000000000000998e-01 1.374900000000000011e+00
-1.944999999999999840e+00 2.676999999999999935e-01 4.782000000000000139e-01 1.326299999999999812e+00
-1.920999999999999819e+00 2.466999999999999749e-01 4.226999999999999647e-01 1.203300000000000036e+00
-1.896999999999999797e+00 2.338000000000000356e-01 3.927999999999999825e-01 1.100699999999999790e+00
-1.872999999999999776e+00 2.336000000000000021e-01 3.964999999999999636e-01 1.131699999999999928e+00
-1.848999999999999755e+00 2.310000000000000109e-01 3.993000000000000438e-01 1.085199999999999942e+00
-1.824999999999999734e+00 2.179999999999999993e-01 3.843000000000000305e-01 8.157000000000000917e-01
-1.800999999999999712e+00 2.051000000000000045e-01 3.649999999999999911e-01 4.722000000000000086e-01
-1.776999999999999691e+00 1.978000000000000036e-01 3.633000000000000118e-01 4.575999999999999512e-01
-1.752999999999999892e+00 1.928999999999999881e-01 3.839999999999999525e-01 4.488999999999999657e-01
-1.728999999999999870e+00 1.872999999999999943e-01 4.388999999999999568e-01 4.419000000000000150e-01
-1.704999999999999849e+00 1.786000000000000087e-01 5.114000000000000767e-01 4.305999999999999828e-01
-1.680999999999999828e+00 1.746000000000000052e-01 6.053999999999999382e-01 4.328000000000000180e-01
-1.656999999999999806e+00 2.249999999999999778e-01 8.719999999999999973e-01 6.276999999999999247e-01
-1.632999999999999785e+00 3.568000000000000060e-01 1.193500000000000005e+00 1.099600000000000133e+00
-1.608999999999999764e+00 3.399000000000000354e-01 1.077599999999999891e+00 1.102899999999999991e+00
-1.584999999999999742e+00 1.587999999999999967e-01 6.810999999999999277e-01 6.743000000000001215e-01
-1.560999999999999721e+00 8.659999999999999643e-02 3.169000000000000705e-01 4.485999999999999988e-01
-1.536999999999999700e+00 7.730000000000000759e-02 2.141000000000000125e-01 4.203999999999999404e-01
-1.512999999999999678e+00 7.969999999999999307e-02 2.155000000000000249e-01 4.532999999999999252e-01
-1.488999999999999879e+00 8.150000000000001688e-02 2.141000000000000125e-01 4.852999999999999536e-01
-1.464999999999999858e+00 8.260000000000000675e-02 2.185999999999999888e-01 5.725000000000001199e-01
-1.440999999999999837e+00 8.469999999999998364e-02 2.310000000000000109e-01 6.743999999999999995e-01
-1.416999999999999815e+00 8.659999999999999643e-02 2.489999999999999436e-01 7.701999999999999957e-01
-1.392999999999999794e+00 8.979999999999999094e-02 2.763999999999999790e-01 8.750999999999999890e-01
-1.368999999999999773e+00 9.969999999999999696e-02 3.543999999999999928e-01 1.193000000000000060e+00
-1.344999999999999751e+00 1.215999999999999998e-01 4.704000000000000403e-01 1.547800000000000065e+00
-1.320999999999999730e+00 1.478000000000000147e-01 6.351000000000001089e-01 1.810799999999999965e+00
-1.296999999999999709e+00 1.247000000000000053e-01 7.856000000000000760e-01 1.820799999999999752e+00
-1.272999999999999687e+00 7.539999999999999480e-02 1.133900000000000130e+00 1.852100000000000080e+00
-1.248999999999999888e+00 6.769999999999999629e-02 1.267199999999999882e+00 2.132700000000000262e+00
-1.224999999999999867e+00 6.310000000000000331e-02 1.051600000000000090e+00 1.946599999999999886e+00
-1.200999999999999845e+00 5.949999999999999734e-02 9.082000000000000073e-01 1.903899999999999926e+00
-1.176999999999999824e+00 5.540000000000000480e-02 8.420999999999999597e-01 2.019600000000000506e+00
-1.152999999999999803e+00 4.589999999999999636e-02 7.396000000000000352e-01 1.895000000000000018e+00
-1.128999999999999782e+00 3.799999999999999906e-02 5.984000000000000430e-01 1.702500000000000124e+00
-1.104999999999999760e+00 3.120000000000000204e-02 4.062000000000000610e-01 1.323199999999999932e+00
-1.080999999999999961e+00 3.930000000000000160e-02 2.537999999999999701e-01 9.834000000000000519e-01
-1.056999999999999940e+00 5.040000000000000036e-02 2.884999999999999787e-01 1.055199999999999916e+00
-1.032999999999999918e+00 4.819999999999999979e-02 3.509000000000000452e-01 1.156299999999999883e+00
-1.008999999999999897e+00 6.029999999999999943e-02 4.946999999999999731e-01 1.421300000000000008e+00
-9.849999999999998757e-01 8.640000000000001845e-02 6.388000000000000345e-01 1.711699999999999999e+00
-9.609999999999998543e-01 9.020000000000000240e-02 6.996000000000002217e-01 1.790200000000000014e+00
-9.369999999999998330e-01 7.890000000000001179e-02 7.042999999999999261e-01 1.499000000000000110e+00
-9.129999999999998117e-01 6.280000000000000859e-02 7.419999999999999929e-01 1.253600000000000048e+00
-8.889999999999997904e-01 5.619999999999999996e-02 8.493999999999999329e-01 1.349200000000000177e+00
-8.649999999999997691e-01 5.100000000000001060e-02 9.346000000000000973e-01 1.433200000000000029e+00
-8.409999999999997478e-01 4.240000000000000019e-02 9.465999999999999970e-01 1.319699999999999873e+00
-8.169999999999997264e-01 3.189999999999999780e-02 9.090999999999999082e-01 1.143399999999999972e+00
-7.929999999999997051e-01 1.919999999999999832e-02 7.039999999999999591e-01 7.762999999999999901e-01
-7.689999999999996838e-01 1.089999999999999823e-02 4.760000000000000342e-01 4.780000000000000360e-01
-7.449999999999996625e-01 7.199999999999998936e-03 4.428999999999999604e-01 8.245000000000000107e-01
-7.209999999999996412e-01 4.799999999999999580e-03 4.207000000000000184e-01 1.002800000000000136e+00
-6.969999999999996199e-01 2.399999999999999790e-03 3.407999999999999918e-01 7.011999999999999345e-01
-6.729999999999995985e-01 1.600000000000000294e-03 2.806000000000000161e-01 5.049000000000000155e-01
-6.489999999999995772e-01 1.500000000000000248e-03 2.436999999999999722e-01 3.824999999999999512e-01
-6.250000000000000000e-01 9.000000000000000838e-04 2.840000000000000302e-01 4.526000000000000023e-01
-6.009999999999999787e-01 8.000000000000001468e-04 2.628000000000000336e-01 4.059000000000000385e-01
-5.769999999999999574e-01 8.000000000000001468e-04 2.377000000000000224e-01 3.548000000000000043e-01
-5.529999999999999361e-01 8.000000000000001468e-04 2.124999999999999667e-01 2.968000000000000083e-01
-5.289999999999999147e-01 8.000000000000001468e-04 1.877000000000000057e-01 2.389000000000000012e-01
-5.049999999999998934e-01 8.000000000000001468e-04 1.643999999999999906e-01 2.031000000000000305e-01
-4.809999999999998721e-01 2.000000000000000096e-04 1.425999999999999768e-01 1.701000000000000012e-01
-4.569999999999998508e-01 0.000000000000000000e+00 1.147000000000000242e-01 1.403999999999999970e-01
-4.329999999999998295e-01 0.000000000000000000e+00 8.680000000000001603e-02 1.151999999999999830e-01
-4.089999999999998082e-01 0.000000000000000000e+00 6.660000000000000642e-02 9.510000000000000397e-02
-3.849999999999997868e-01 0.000000000000000000e+00 5.440000000000000391e-02 8.150000000000000300e-02
-3.609999999999997655e-01 0.000000000000000000e+00 4.839999999999999858e-02 7.099999999999999367e-02
-3.369999999999997442e-01 0.000000000000000000e+00 4.300000000000000350e-02 6.389999999999999847e-02
-3.129999999999997229e-01 0.000000000000000000e+00 3.699999999999999123e-02 5.560000000000001052e-02
-2.889999999999997016e-01 0.000000000000000000e+00 3.180000000000000188e-02 4.810000000000000386e-02
-2.649999999999996803e-01 0.000000000000000000e+00 2.719999999999999848e-02 4.200000000000000261e-02
-2.409999999999996589e-01 0.000000000000000000e+00 2.230000000000000038e-02 3.490000000000000047e-02
-2.169999999999996376e-01 0.000000000000000000e+00 1.750000000000000167e-02 2.920000000000000720e-02
-1.929999999999996163e-01 0.000000000000000000e+00 1.389999999999999916e-02 2.370000000000000231e-02
-1.689999999999995950e-01 0.000000000000000000e+00 7.299999999999999198e-03 1.449999999999999900e-02
-1.449999999999995737e-01 0.000000000000000000e+00 4.899999999999999842e-03 1.120000000000000162e-02
-1.209999999999999964e-01 0.000000000000000000e+00 2.700000000000000143e-03 6.899999999999998149e-03
-9.699999999999997513e-02 0.000000000000000000e+00 2.399999999999999790e-03 4.699999999999999317e-03
-7.299999999999995381e-02 0.000000000000000000e+00 1.000000000000000048e-04 2.500000000000000052e-03
-4.899999999999993250e-02 0.000000000000000000e+00 0.000000000000000000e+00 2.200000000000000133e-03
-2.499999999999991118e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.999999999998898659e-04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.300000000000013145e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.700000000000015277e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.100000000000017408e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.500000000000019540e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.190000000000002167e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.430000000000002380e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.670000000000002593e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.910000000000002807e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.150000000000003020e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.390000000000003233e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.630000000000003446e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.870000000000003659e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.110000000000003872e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.350000000000004086e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.590000000000004299e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.830000000000000071e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.070000000000000284e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.310000000000000497e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.550000000000000711e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.790000000000000924e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.030000000000001137e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.270000000000001350e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.510000000000001563e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.750000000000001776e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.990000000000001990e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.230000000000002203e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.470000000000002416e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.710000000000002629e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.950000000000002842e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.190000000000003055e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.430000000000003268e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.670000000000003482e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.910000000000003695e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.150000000000003908e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.390000000000004121e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.630000000000004334e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.870000000000000107e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.110000000000000320e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.350000000000000533e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.590000000000000746e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.830000000000000959e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.007000000000000117e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.031000000000000139e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.055000000000000160e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.079000000000000181e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.103000000000000203e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
